Make,Model,Year,Fuel Type,Transmission,Customer ID,Customer Location,Customer Age,Customer Gender,Sale Price,Discount,Taxes,Final Price,Payment Method,Registration Number,Registration Date,Expiry Date,Dealer Name,Dealer Location,Ownership Status,Warranty Period,Loan Status,Insurance Provider
Kia,Sportage,2015,Diesel,Automatic,CUST3468,Dallas,28,Female,71603.14,1803.41,5728.25,75527.98,Financed Loan,REG-25787,16-04-2024,26-12-2026,TrueCar,Houston,Used,No Warranty,Rejected,Liberty Mutual
Kia,Sportage,2020,Diesel,Manual,CUST8824,Dallas,39,Male,48677.39,1860.35,3894.19,50711.23,Bank Transfer,REG-39115,03-12-2022,02-02-2025,Local Dealer,Houston,New,2 years,Pending,Allstate
Mercedes,E-Class,2022,Petrol,Manual,CUST3082,Miami,46,Male,59356.13,676.43,4748.49,63428.19,Cash,REG-57597,07-04-2023,20-05-2025,TrueCar,Chicago,New,2 years,Rejected,Liberty Mutual
BMW,X3,2018,Petrol,Automatic,CUST2842,Houston,32,Other,15916.89,3238.56,1273.35,13951.68,Bank Transfer,REG-60009,14-11-2024,04-11-2028,Vroom,Boston,Used,No Warranty,Pending,Progressive
Honda,CR-V,2017,Petrol,Manual,CUST3368,New York,65,Female,10910.85,686.79,872.87,11096.93,Cash,REG-54264,03-01-2023,03-07-2024,DriveTime,Houston,Used,No Warranty,Approved,Liberty Mutual
Honda,Accord,2017,Electric,Manual,CUST8859,Dallas,20,Other,71260.2,4554.8,5700.82,72406.22,Financed Loan,REG-30008,11-07-2024,27-05-2028,CarMax,Miami,New,3 years,Pending,Liberty Mutual
Nissan,Rogue,2015,Electric,Automatic,CUST4834,Miami,30,Female,67973.52,4053.73,5437.88,69357.67,Cash,REG-38153,28-09-2024,07-02-2028,CarMax,Houston,New,1 years,Approved,Geico
Mercedes,C-Class,2017,Petrol,Manual,CUST5562,Houston,25,Female,13284.53,4700.2,1062.76,9647.09,Bank Transfer,REG-76188,06-08-2020,16-10-2024,TrueCar,Dallas,New,5 years,Rejected,Allstate
Ford,Escape,2017,Electric,Automatic,CUST8993,New York,38,Male,56360.56,3575.03,4508.84,57294.37,Financed Loan,REG-11413,13-07-2024,16-07-2027,DriveTime,Dallas,New,3 years,Rejected,Geico
Honda,Pilot,2019,Hybrid,Manual,CUST6276,Los Angeles,40,Female,46607.99,922.29,3728.64,49414.34,Cash,REG-88082,18-08-2020,18-05-2022,AutoNation,New York,New,1 years,Approved,Allstate
Audi,A3,2019,Hybrid,Manual,CUST9426,Boston,55,Male,49982.88,985.83,3998.63,52995.68,Cash,REG-62361,19-12-2021,21-09-2026,Vroom,San Francisco,Used,No Warranty,Approved,Geico
Chevrolet,Tahoe,2019,Petrol,Automatic,CUST9176,New York,66,Female,24577.71,4533.97,1966.22,22009.96,Financed Loan,REG-97473,16-08-2023,30-12-2027,TrueCar,Miami,Used,No Warranty,Pending,State Farm
Chevrolet,Tahoe,2016,Petrol,Automatic,CUST7372,Seattle,19,Other,71849.43,851.51,5747.95,76745.87,Financed Loan,REG-48187,11-08-2022,18-09-2024,TrueCar,Los Angeles,New,2 years,Pending,Allstate
Ford,Escape,2016,Diesel,Manual,CUST7243,Seattle,68,Male,65407.29,2023.49,5232.58,68616.38,Bank Transfer,REG-54889,22-10-2020,16-02-2024,DriveTime,New York,New,3 years,Rejected,Liberty Mutual
Honda,CR-V,2024,Petrol,Manual,CUST3498,Chicago,51,Female,9910.79,4545.1,792.86,6158.55,Cash,REG-22790,15-10-2023,06-11-2025,TrueCar,Chicago,New,3 years,Approved,State Farm
Nissan,Sentra,2020,Electric,Automatic,CUST7722,Los Angeles,49,Male,21912.42,105.73,1752.99,23559.68,Financed Loan,REG-77019,01-02-2023,28-08-2025,Vroom,Miami,New,5 years,Approved,Allstate
Kia,Soul,2019,Electric,Automatic,CUST8846,Miami,41,Female,63900.93,4562.9,5112.07,64450.1,Cash,REG-62926,15-08-2021,11-11-2024,Vroom,Denver,Used,No Warranty,Pending,Progressive
Kia,Soul,2016,Petrol,Automatic,CUST6735,Houston,37,Male,18498.79,1314.45,1479.9,18664.24,Credit Card,REG-64852,05-08-2023,19-05-2026,Local Dealer,New York,Used,No Warranty,Approved,Geico
Chevrolet,Tahoe,2016,Petrol,Manual,CUST1278,Los Angeles,44,Male,59635.01,3471.45,4770.8,60934.36,Cash,REG-71448,29-11-2020,09-03-2022,Vroom,Houston,New,3 years,Pending,Allstate
Kia,Sportage,2023,Electric,Automatic,CUST7264,Chicago,59,Other,21357.31,2753.74,1708.58,20312.15,Bank Transfer,REG-37620,27-11-2021,26-07-2025,Local Dealer,Houston,Used,No Warranty,Pending,Progressive
Chevrolet,Equinox,2020,Electric,Automatic,CUST9117,Chicago,31,Other,50496.97,4127.12,4039.76,50409.61,Financed Loan,REG-93661,02-03-2024,06-12-2026,AutoNation,Dallas,Used,No Warranty,Rejected,State Farm
Hyundai,Tucson,2017,Petrol,Manual,CUST8210,Chicago,24,Male,46636.26,2673.63,3730.9,47693.53,Financed Loan,REG-36135,11-02-2023,10-02-2028,Vroom,Miami,Used,No Warranty,Pending,Allstate
Ford,Escape,2015,Electric,Manual,CUST2221,Denver,41,Male,5014.7,2149.28,401.18,3266.6,Cash,REG-89492,24-06-2021,12-08-2023,DriveTime,Seattle,Used,No Warranty,Pending,Liberty Mutual
Honda,Civic,2024,Electric,Automatic,CUST9271,Miami,62,Male,6864.13,1511.72,549.13,5901.54,Financed Loan,REG-29276,25-08-2021,29-02-2024,Local Dealer,Dallas,New,1 years,Pending,Allstate
Audi,Q7,2024,Petrol,Automatic,CUST2255,Seattle,20,Female,32238.74,2915.06,2579.1,31902.78,Bank Transfer,REG-52183,23-08-2020,18-03-2022,Vroom,Houston,New,2 years,Pending,Progressive
Audi,Q5,2019,Petrol,Manual,CUST7235,Chicago,60,Female,68426.05,4872.85,5474.08,69027.28,Financed Loan,REG-89950,02-05-2021,08-02-2025,Vroom,Houston,Used,No Warranty,Pending,Allstate
Ford,Fusion,2020,Electric,Automatic,CUST6498,Seattle,18,Female,30186.96,3218.92,2414.96,29383,Cash,REG-89278,25-06-2023,13-08-2025,CarMax,Los Angeles,New,3 years,Pending,State Farm
Kia,Sportage,2020,Hybrid,Automatic,CUST9401,Houston,67,Female,76716.91,3092.32,6137.35,79761.94,Credit Card,REG-80954,30-11-2021,19-10-2023,AutoNation,Boston,New,1 years,Approved,Allstate
Toyota,Highlander,2017,Diesel,Automatic,CUST8345,Seattle,34,Female,44529.5,4744.07,3562.36,43347.79,Bank Transfer,REG-60230,11-03-2020,15-07-2024,DriveTime,Los Angeles,Used,No Warranty,Approved,Geico
BMW,5 Series,2023,Diesel,Manual,CUST3796,Dallas,30,Male,40102.46,4139.25,3208.2,39171.41,Bank Transfer,REG-15225,09-10-2020,11-05-2023,TrueCar,Los Angeles,New,4 years,Pending,Allstate
Ford,Fusion,2020,Petrol,Manual,CUST9074,Miami,31,Other,32773.24,771.28,2621.86,34623.82,Credit Card,REG-99769,05-10-2021,16-12-2022,CarMax,Denver,Used,No Warranty,Approved,Liberty Mutual
Chevrolet,Traverse,2022,Diesel,Automatic,CUST4234,Los Angeles,25,Male,74732.44,1820.14,5978.6,78890.9,Cash,REG-66911,17-08-2021,12-05-2026,TrueCar,Miami,New,5 years,Rejected,State Farm
Chevrolet,Equinox,2024,Electric,Automatic,CUST9117,Miami,41,Other,6258.33,4819.71,500.67,1939.29,Cash,REG-41636,10-05-2023,06-02-2028,Local Dealer,Los Angeles,New,5 years,Pending,State Farm
Audi,Q7,2023,Petrol,Manual,CUST3566,Dallas,56,Male,60004.43,1759.29,4800.35,63045.49,Bank Transfer,REG-15749,27-07-2023,18-10-2027,TrueCar,Seattle,New,1 years,Approved,Geico
Ford,Escape,2016,Petrol,Manual,CUST4525,San Francisco,18,Other,74497.6,1072.96,5959.81,79384.45,Cash,REG-92940,01-04-2021,30-03-2026,CarMax,Seattle,Used,No Warranty,Pending,Liberty Mutual
Audi,Q5,2024,Diesel,Automatic,CUST7410,Miami,64,Other,36704.51,3285.63,2936.36,36355.24,Cash,REG-89356,30-07-2024,13-05-2028,DriveTime,Los Angeles,New,4 years,Rejected,Allstate
Chevrolet,Malibu,2020,Electric,Manual,CUST1012,Seattle,36,Female,76923.34,2242.51,6153.87,80834.7,Cash,REG-23042,02-08-2020,07-02-2023,TrueCar,Miami,New,1 years,Rejected,Allstate
Mercedes,C-Class,2017,Hybrid,Manual,CUST2579,Chicago,32,Female,60013.53,4913.57,4801.08,59901.04,Financed Loan,REG-74369,31-12-2020,12-02-2022,AutoNation,San Francisco,New,1 years,Approved,Geico
Kia,Sorento,2024,Petrol,Automatic,CUST5031,Chicago,54,Female,40837.03,2343.64,3266.96,41760.35,Bank Transfer,REG-53976,07-07-2023,21-12-2024,CarMax,Chicago,Used,No Warranty,Pending,State Farm
Hyundai,Santa Fe,2023,Diesel,Manual,CUST8888,Seattle,58,Female,38197.3,2879.82,3055.78,38373.26,Cash,REG-44947,19-04-2022,16-06-2025,Vroom,Miami,Used,No Warranty,Pending,Allstate
Toyota,Camry,2023,Electric,Automatic,CUST9334,Boston,61,Male,48693.47,3802.79,3895.48,48786.16,Credit Card,REG-48148,08-09-2023,03-02-2025,DriveTime,Seattle,Used,No Warranty,Rejected,Allstate
BMW,5 Series,2016,Electric,Manual,CUST8983,Miami,70,Female,76790.96,1076.43,6143.28,81857.81,Financed Loan,REG-54573,07-10-2022,15-07-2026,DriveTime,New York,Used,No Warranty,Rejected,Progressive
Chevrolet,Traverse,2015,Hybrid,Manual,CUST6720,Boston,69,Female,37133.68,1295.95,2970.69,38808.42,Financed Loan,REG-74959,04-05-2022,28-03-2024,DriveTime,Miami,Used,No Warranty,Pending,Progressive
Audi,A4,2020,Diesel,Automatic,CUST4970,Chicago,38,Other,67480.65,4979.09,5398.45,67900.01,Cash,REG-11669,18-12-2023,23-09-2027,DriveTime,San Francisco,Used,No Warranty,Pending,Geico
Nissan,Sentra,2024,Electric,Manual,CUST3008,Chicago,59,Other,15570.63,59.2,1245.65,16757.08,Financed Loan,REG-46819,03-10-2023,13-05-2028,DriveTime,Miami,Used,No Warranty,Rejected,Progressive
Chevrolet,Traverse,2022,Electric,Automatic,CUST4683,New York,54,Male,18483.62,2289.66,1478.69,17672.65,Bank Transfer,REG-35513,20-06-2024,19-02-2026,AutoNation,New York,New,5 years,Rejected,Geico
Hyundai,Elantra,2018,Petrol,Manual,CUST9068,Houston,52,Male,33486.21,2908.7,2678.9,33256.41,Financed Loan,REG-41283,14-07-2024,11-03-2028,Vroom,Denver,Used,No Warranty,Pending,Liberty Mutual
Chevrolet,Traverse,2020,Diesel,Automatic,CUST2270,Dallas,40,Other,19759.44,4315.46,1580.76,17024.74,Cash,REG-71410,10-08-2023,08-08-2026,Vroom,Los Angeles,New,3 years,Approved,State Farm
Kia,Seltos,2019,Petrol,Manual,CUST5093,Houston,42,Other,21615.69,1672.51,1729.26,21672.44,Credit Card,REG-31921,28-12-2023,09-07-2027,Vroom,Boston,Used,No Warranty,Approved,Liberty Mutual
Audi,A3,2021,Petrol,Manual,CUST9611,Boston,68,Male,40966.93,4299.2,3277.35,39945.08,Credit Card,REG-85016,08-07-2023,15-10-2025,Vroom,San Francisco,New,3 years,Rejected,Progressive
Honda,Civic,2023,Electric,Automatic,CUST8049,Miami,57,Other,76377.41,3666.86,6110.19,78820.74,Credit Card,REG-65337,26-05-2020,02-11-2021,DriveTime,Houston,New,4 years,Rejected,State Farm
Hyundai,Elantra,2019,Petrol,Automatic,CUST3868,San Francisco,68,Male,7475.97,4797.02,598.08,3277.03,Credit Card,REG-98802,10-06-2023,16-09-2026,DriveTime,Denver,Used,No Warranty,Rejected,Progressive
Honda,Civic,2020,Hybrid,Manual,CUST9014,Dallas,33,Male,21076.21,4493.21,1686.1,18269.1,Credit Card,REG-55023,10-07-2020,13-07-2021,TrueCar,Miami,New,3 years,Pending,Allstate
Hyundai,Tucson,2018,Hybrid,Automatic,CUST8377,Chicago,62,Other,54460.57,3458.49,4356.85,55358.93,Credit Card,REG-72610,24-10-2024,07-11-2028,Vroom,Dallas,Used,No Warranty,Approved,Progressive
Kia,Soul,2020,Hybrid,Manual,CUST1148,Denver,51,Female,31411.32,1974.42,2512.91,31949.81,Credit Card,REG-14567,11-10-2024,01-10-2029,Local Dealer,Denver,Used,No Warranty,Rejected,Liberty Mutual
BMW,3 Series,2018,Electric,Automatic,CUST3978,Los Angeles,45,Female,36280.32,3101.65,2902.43,36081.1,Cash,REG-92181,08-01-2021,20-10-2024,Local Dealer,Chicago,New,3 years,Approved,Liberty Mutual
BMW,X5,2017,Petrol,Automatic,CUST9461,Los Angeles,19,Female,20004.1,4236.29,1600.33,17368.14,Bank Transfer,REG-36255,16-07-2024,07-12-2025,Local Dealer,Denver,New,2 years,Approved,State Farm
Chevrolet,Equinox,2016,Hybrid,Manual,CUST4382,Boston,18,Female,46231.12,4017.52,3698.49,45912.09,Cash,REG-28182,08-01-2025,18-10-2026,TrueCar,Los Angeles,New,1 years,Rejected,Liberty Mutual
BMW,5 Series,2021,Diesel,Automatic,CUST2834,Seattle,31,Female,26953.07,993.28,2156.25,28116.04,Credit Card,REG-96937,31-03-2021,24-06-2023,TrueCar,Houston,New,2 years,Approved,Allstate
Hyundai,Santa Fe,2020,Electric,Automatic,CUST7301,Dallas,55,Male,68264.81,4748.38,5461.18,68977.61,Financed Loan,REG-58676,18-05-2022,25-01-2025,CarMax,Dallas,Used,No Warranty,Rejected,Liberty Mutual
Mercedes,GLA,2019,Petrol,Manual,CUST3193,Denver,58,Female,54174.11,2787.8,4333.93,55720.24,Bank Transfer,REG-14522,30-11-2020,26-02-2022,AutoNation,Houston,New,3 years,Pending,Progressive
Mercedes,GLA,2021,Hybrid,Automatic,CUST2830,San Francisco,51,Male,72217.21,1815.37,5777.38,76179.22,Credit Card,REG-89462,17-02-2024,01-10-2026,CarMax,Seattle,New,3 years,Approved,Liberty Mutual
Ford,Focus,2017,Diesel,Automatic,CUST3693,Miami,67,Other,54098.93,1840.23,4327.91,56586.61,Cash,REG-35983,10-10-2023,29-02-2028,DriveTime,Denver,New,3 years,Rejected,Liberty Mutual
Hyundai,Santa Fe,2021,Diesel,Automatic,CUST2820,Boston,57,Female,62485.9,4880.27,4998.87,62604.5,Financed Loan,REG-86256,07-12-2023,15-05-2027,CarMax,New York,New,3 years,Rejected,State Farm
BMW,X3,2023,Petrol,Manual,CUST1715,New York,53,Male,43462.54,4652.6,3477,42286.94,Credit Card,REG-50239,10-01-2025,20-03-2027,AutoNation,Denver,Used,No Warranty,Approved,Allstate
BMW,5 Series,2016,Petrol,Manual,CUST7560,Los Angeles,46,Male,25319.5,1072.5,2025.56,26272.56,Cash,REG-83719,12-06-2024,23-08-2026,Local Dealer,Boston,New,4 years,Pending,Liberty Mutual
Honda,CR-V,2023,Hybrid,Automatic,CUST8010,Miami,52,Other,26681.8,329.74,2134.54,28486.6,Cash,REG-34674,31-12-2020,02-10-2023,TrueCar,Boston,New,3 years,Rejected,State Farm
Hyundai,Santa Fe,2018,Petrol,Manual,CUST6605,Seattle,55,Male,34773.05,2729.63,2781.84,34825.26,Cash,REG-32175,10-01-2023,15-04-2025,AutoNation,Los Angeles,Used,No Warranty,Approved,Progressive
Audi,A4,2022,Electric,Automatic,CUST3326,San Francisco,53,Female,22914.36,3545.82,1833.15,21201.69,Credit Card,REG-98967,22-10-2022,01-04-2025,TrueCar,Chicago,Used,No Warranty,Approved,Progressive
Nissan,Altima,2016,Diesel,Manual,CUST2092,Boston,29,Other,51771.51,1633.13,4141.72,54280.1,Bank Transfer,REG-69472,21-12-2020,15-04-2022,Vroom,Boston,New,2 years,Rejected,Allstate
Hyundai,Santa Fe,2020,Petrol,Automatic,CUST4747,Chicago,24,Male,12911.74,3475.38,1032.94,10469.3,Bank Transfer,REG-34417,10-06-2023,18-06-2024,CarMax,Dallas,New,1 years,Pending,Progressive
Honda,Accord,2018,Electric,Manual,CUST2947,New York,48,Male,64642.93,3751.78,5171.43,66062.58,Credit Card,REG-15792,31-12-2021,05-03-2025,CarMax,Denver,New,5 years,Approved,Allstate
Kia,Sportage,2020,Petrol,Automatic,CUST8728,Boston,40,Female,53393.41,1795.54,4271.47,55869.34,Cash,REG-60310,18-12-2020,21-03-2025,AutoNation,Chicago,Used,No Warranty,Approved,Progressive
Kia,Soul,2022,Diesel,Automatic,CUST3003,New York,67,Male,65095.56,3553.44,5207.64,66749.76,Cash,REG-59622,22-01-2023,24-02-2025,CarMax,Chicago,New,4 years,Approved,Allstate
Audi,Q7,2020,Electric,Automatic,CUST1353,Boston,25,Female,37819.61,81.59,3025.57,40763.59,Credit Card,REG-64939,18-05-2023,30-08-2026,CarMax,New York,New,3 years,Pending,State Farm
Hyundai,Tucson,2020,Diesel,Manual,CUST7302,Denver,65,Female,72528.24,3768.25,5802.26,74562.25,Credit Card,REG-58682,20-11-2021,23-05-2024,Local Dealer,Miami,Used,No Warranty,Approved,Progressive
Chevrolet,Tahoe,2017,Electric,Manual,CUST3434,Boston,40,Male,15333.47,3246.62,1226.68,13313.53,Financed Loan,REG-42450,10-08-2021,23-08-2023,DriveTime,Dallas,Used,No Warranty,Approved,Allstate
Honda,Civic,2015,Petrol,Manual,CUST5949,New York,47,Other,60734.41,967.81,4858.75,64625.35,Bank Transfer,REG-70801,10-04-2023,22-05-2025,TrueCar,Seattle,New,3 years,Pending,State Farm
Nissan,Rogue,2016,Diesel,Manual,CUST9853,Miami,43,Other,14007.27,1738.29,1120.58,13389.56,Bank Transfer,REG-82826,12-07-2024,26-07-2027,TrueCar,Boston,New,4 years,Rejected,Allstate
Nissan,Murano,2020,Petrol,Manual,CUST1171,Denver,47,Female,44226.34,1167.44,3538.11,46597.01,Bank Transfer,REG-75147,20-02-2021,08-05-2022,CarMax,Miami,Used,No Warranty,Pending,Liberty Mutual
Chevrolet,Traverse,2023,Petrol,Automatic,CUST2195,Miami,42,Male,68492.39,2717.49,5479.39,71254.29,Bank Transfer,REG-83276,14-12-2024,03-11-2026,Local Dealer,Los Angeles,New,4 years,Pending,Geico
Chevrolet,Equinox,2018,Electric,Automatic,CUST5064,Miami,51,Other,51704.71,1832.42,4136.38,54008.67,Financed Loan,REG-91391,11-03-2024,04-01-2026,CarMax,San Francisco,New,1 years,Rejected,Geico
Toyota,Camry,2020,Hybrid,Automatic,CUST4997,San Francisco,36,Male,19807.95,2829.43,1584.64,18563.16,Financed Loan,REG-44352,14-06-2023,27-10-2025,CarMax,Seattle,Used,No Warranty,Approved,Geico
Hyundai,Elantra,2020,Diesel,Manual,CUST3913,New York,24,Female,59207.87,822.25,4736.63,63122.25,Bank Transfer,REG-75397,14-01-2021,27-02-2025,Local Dealer,Seattle,Used,No Warranty,Pending,Liberty Mutual
Chevrolet,Traverse,2021,Petrol,Manual,CUST8756,Denver,62,Female,10061.13,2975.56,804.89,7890.46,Cash,REG-14934,30-07-2020,01-05-2025,CarMax,Dallas,Used,No Warranty,Rejected,Liberty Mutual
Hyundai,Santa Fe,2015,Petrol,Automatic,CUST4095,Boston,56,Other,56094.29,259.69,4487.54,60322.14,Credit Card,REG-98515,05-10-2022,04-01-2026,CarMax,Boston,New,2 years,Rejected,Progressive
Ford,Fusion,2015,Hybrid,Automatic,CUST2778,Dallas,55,Male,48634.23,116.01,3890.74,52408.96,Bank Transfer,REG-96322,26-12-2020,11-09-2025,CarMax,New York,New,4 years,Pending,Progressive
Nissan,Sentra,2020,Petrol,Automatic,CUST3251,San Francisco,53,Female,34614.96,2488.18,2769.2,34895.98,Financed Loan,REG-85821,07-07-2022,11-05-2026,DriveTime,Miami,New,5 years,Approved,Allstate
Toyota,Rav4,2023,Hybrid,Automatic,CUST9625,Miami,24,Female,30664.31,2014.15,2453.14,31103.3,Financed Loan,REG-75153,12-08-2024,18-09-2028,Vroom,Chicago,Used,No Warranty,Approved,State Farm
BMW,3 Series,2016,Diesel,Automatic,CUST6332,San Francisco,68,Female,77437.35,4783.91,6194.99,78848.43,Bank Transfer,REG-27372,07-08-2024,27-12-2026,Vroom,Miami,Used,No Warranty,Pending,Geico
BMW,X5,2024,Diesel,Manual,CUST5019,Seattle,27,Male,41969.73,3225.26,3357.58,42102.05,Bank Transfer,REG-80810,07-05-2023,02-07-2025,Vroom,Boston,New,1 years,Approved,Allstate
Ford,Explorer,2017,Hybrid,Manual,CUST6169,Seattle,33,Other,12880.27,2813.46,1030.42,11097.23,Bank Transfer,REG-55435,07-03-2024,10-03-2028,Vroom,New York,Used,No Warranty,Rejected,Progressive
Audi,A4,2021,Hybrid,Manual,CUST2214,Los Angeles,58,Male,10516.68,864.81,841.33,10493.2,Bank Transfer,REG-52154,01-11-2024,14-01-2027,Vroom,New York,New,5 years,Pending,Liberty Mutual
BMW,5 Series,2018,Electric,Manual,CUST5360,Los Angeles,58,Male,70562.54,3052.6,5645,73154.94,Bank Transfer,REG-28777,18-10-2022,26-01-2026,TrueCar,New York,New,5 years,Pending,Progressive
Hyundai,Tucson,2022,Electric,Automatic,CUST7801,Los Angeles,20,Other,16474.77,1044.91,1317.98,16747.84,Financed Loan,REG-63644,06-04-2024,28-03-2028,Vroom,San Francisco,Used,No Warranty,Approved,Liberty Mutual
Mercedes,E-Class,2019,Petrol,Automatic,CUST7600,Dallas,64,Male,20210.26,4257.25,1616.82,17569.83,Credit Card,REG-71259,21-09-2024,21-10-2027,CarMax,Seattle,Used,No Warranty,Pending,Allstate
Toyota,Highlander,2019,Diesel,Automatic,CUST3957,San Francisco,57,Other,71881.42,352.01,5750.51,77279.92,Financed Loan,REG-94642,02-11-2020,06-06-2025,DriveTime,Miami,New,3 years,Pending,Progressive
Hyundai,Tucson,2022,Petrol,Manual,CUST7550,Dallas,24,Male,19947.53,3777.21,1595.8,17766.12,Credit Card,REG-64859,12-05-2024,13-06-2027,AutoNation,Houston,New,1 years,Approved,Liberty Mutual
Chevrolet,Tahoe,2020,Petrol,Manual,CUST4866,Dallas,59,Other,79404.13,1670.7,6352.33,84085.76,Financed Loan,REG-77635,10-12-2022,20-09-2024,TrueCar,Boston,New,3 years,Rejected,Liberty Mutual
BMW,3 Series,2021,Hybrid,Automatic,CUST9189,Seattle,62,Female,59019.64,3960.86,4721.57,59780.35,Credit Card,REG-80454,09-04-2023,19-03-2026,Vroom,Boston,New,2 years,Rejected,State Farm
Chevrolet,Malibu,2016,Petrol,Manual,CUST4241,Seattle,22,Other,12778.57,2706.64,1022.29,11094.22,Cash,REG-72681,16-09-2022,22-02-2026,Vroom,Boston,Used,No Warranty,Approved,Allstate
Audi,Q5,2019,Electric,Automatic,CUST3667,Seattle,20,Other,66237.37,518.34,5298.99,71018.02,Cash,REG-32521,06-09-2020,28-11-2021,DriveTime,Seattle,Used,No Warranty,Approved,Progressive
Honda,Civic,2021,Petrol,Manual,CUST9293,Los Angeles,46,Female,70038.54,2222.91,5603.08,73418.71,Cash,REG-65928,10-09-2024,07-11-2025,TrueCar,Miami,Used,No Warranty,Rejected,Progressive
Ford,Focus,2020,Electric,Manual,CUST5939,Dallas,19,Other,58405.63,2406.07,4672.45,60672.01,Cash,REG-51762,15-04-2020,18-09-2023,AutoNation,Los Angeles,New,4 years,Approved,Progressive
Kia,Seltos,2020,Diesel,Automatic,CUST2450,Los Angeles,20,Other,78355.2,1395.41,6268.42,83228.21,Credit Card,REG-70442,17-06-2024,28-12-2025,AutoNation,Seattle,New,1 years,Approved,Geico
Mercedes,C-Class,2016,Diesel,Manual,CUST9854,Seattle,57,Female,66854.19,1804.03,5348.34,70398.5,Bank Transfer,REG-37050,05-07-2022,13-09-2024,DriveTime,Denver,New,2 years,Approved,State Farm
Honda,CR-V,2017,Hybrid,Manual,CUST3633,San Francisco,39,Other,42902.12,3228.56,3432.17,43105.73,Financed Loan,REG-86690,24-03-2020,19-10-2023,AutoNation,Dallas,Used,No Warranty,Pending,Geico
Hyundai,Sonata,2019,Hybrid,Manual,CUST6274,Los Angeles,22,Female,31035.08,1665.79,2482.81,31852.1,Bank Transfer,REG-96584,04-11-2022,27-06-2027,Vroom,Houston,Used,No Warranty,Pending,Liberty Mutual
Toyota,Rav4,2016,Hybrid,Automatic,CUST3888,San Francisco,35,Female,15871.93,339.96,1269.75,16801.72,Financed Loan,REG-52359,10-12-2020,13-04-2022,Local Dealer,Miami,Used,No Warranty,Pending,State Farm
Nissan,Altima,2023,Hybrid,Manual,CUST1174,Dallas,68,Male,29739.49,466.75,2379.16,31651.9,Cash,REG-98779,15-08-2021,15-05-2024,DriveTime,Chicago,New,1 years,Approved,Progressive
Nissan,Altima,2020,Electric,Automatic,CUST5386,Los Angeles,62,Female,47766.65,657.54,3821.33,50930.44,Credit Card,REG-75429,16-01-2021,17-02-2022,AutoNation,San Francisco,Used,No Warranty,Approved,State Farm
Toyota,Highlander,2015,Hybrid,Manual,CUST4570,Seattle,39,Male,28882.94,1673.61,2310.64,29519.97,Credit Card,REG-87403,20-11-2021,15-08-2025,DriveTime,Dallas,Used,No Warranty,Rejected,Geico
Toyota,Corolla,2017,Diesel,Automatic,CUST3045,San Francisco,37,Male,79145.13,1864.49,6331.61,83612.25,Cash,REG-17661,20-04-2022,08-03-2025,Local Dealer,Los Angeles,Used,No Warranty,Pending,Liberty Mutual
BMW,5 Series,2016,Hybrid,Manual,CUST7462,New York,59,Other,18386.01,3734.49,1470.88,16122.4,Credit Card,REG-73118,03-04-2020,07-07-2022,AutoNation,Denver,Used,No Warranty,Rejected,Allstate
